"Provider.CCN","Hospital.Name","State.Code","City","County","Rural.Versus.Urban","Provider.Type","Type.of.Control","FTE...Employees.on.Payroll","Number.of.Beds","Total.Discharges.Title.XVIII","Total.Salaries.From.Worksheet.A","Total.Income","Total.Costs","Year","for_profit","urban","LOGFTE...Employees.on.Payroll","Total.Salaries.From.Worksheet.ALOG","Total.Income.ALOG","logDischarge","logTotalCosts","post"
454108,"CYPRESS CREEK HOSPITAL","TX","HOUSTON","HARRIS","U",4,"For-profit",195.21,96,420,10790101,5351299,16473436,2016,1,0,5.274075902175,16.1941396977095,15.4928498931384,6.04025471127741,16.6172597021318,0
54124,"HUMBOLDT COUNTY - SEMPREVIRENS","CA","EUREKA","HUMBOLDT","R",4,"Non-profit",252.4,16,139,14712583,-1,6920753,2016,0,1,5.53101513066706,16.5042136719961,NA,4.93447393313069,15.7500351367028,0
673025,"POST ACUTE MEDICAL AT ALLEN","TX","ALLEN","COLLIN","U",5,"For-profit",100.09,40,654,6467153,47500,12284855,2016,1,0,4.60606978123093,15.6822465387232,10.7684849900227,6.4831073514572,16.323877760856,0
673053,"CORPUS CHRISTI REHABILITATION HOSPIT","TX","CORPUS CHRISTI","NUECES","U",5,"For-profit",88.9,35,462,5491191,-647319,10673880,2016,1,0,4.48751214251986,15.5186557298484,NA,6.13556489108174,16.1833101935419,0
281332,"BUTLER COUNTY HEALTH CARE CENTER","NE","DAVID CITY","BUTLER","R",1,"Non-profit",98.3,20,173,6453598,-326783,14053090,2016,0,1,4.58802402715312,15.6801483627003,NA,5.15329159449778,16.4583528583889,0
52054,"MONROVIA MEMORIAL HOSPITAL","CA","MONROVIA","LOS ANGELES","U",2,"For-profit",175.57,49,403,13009657,13724686,26774406,2016,1,0,5.16803782378112,16.381202485806,16.4347066671382,5.99893656194668,17.1029569891781,0
261303,"COMMUNITY HOSPITAL ASSOCIATION  INC.","MO","FAIRFAX","ATCHISON","R",9,"Non-profit",108.61,16,263,5966382,-67287,12872654,2016,0,1,4.68776348429194,15.6016512715075,NA,5.57215403217776,16.3706157743189,0
360351,"CRYSTAL CLINIC ORTHOPAEDIC CENTER","OH","AKRON","SUMMIT","U",1,"For-profit",687.62,60,1018,38895636,17447106,112966848,2016,1,0,6.53323635976399,17.4763926172055,16.6746843475867,6.92559519711047,18.5426049531012,0
41317,"DALLAS COUNTY MEDICAL CENTER","AR","FORDYCE","DALLAS","R",1,"Non-profit",72.19,22,96,3420932,-580693,9052463,2016,0,1,4.27930153215107,15.0454235865333,NA,4.56434819146784,16.0185474333449,0
44007,"RIVENDELL ARKANSAS","AR","BENTON","BENTON","U",4,"For-profit",121.5,74,366,6540775,4900173,10792729,2016,1,0,4.7999142627806,15.6935662179417,15.4047810685801,5.90263333340137,16.1943832246254,0
362024,"SSH - YOUNGSTOWN","OH","YOUNGSTOWN","MAHONING","U",2,"For-profit",129.12,56,264,7246870,2632845,16532975,2016,1,0,4.86074220452164,15.7960802094732,14.7835755685345,5.57594910314632,16.6208674294051,0
351312,"NORTHWOOD DEACONESS HEALTH CENTER","ND","NORTHWOOD","GRAND FORKS","U",1,"Non-profit",52.49,12,35,6111252,-107120,10996560,2016,0,0,3.96062267526421,15.6256422201402,NA,3.55534806148941,16.2130930545805,0
394050,"ROXBURY PSYCHIATRIC HOSPITAL","PA","SHIPPENSBURG","FRANKLIN","R",4,"For-profit",107.97,112,100,5660227,5588764,10270915,2016,1,1,4.68185341075905,15.5489745553822,15.5362687115596,4.60517018598809,16.1448266723859,0
523028,"UW HEALTH REHABILITATION HOSPITAL","WI","MADISON","DANE","U",5,"For-profit",32.9,22,36,457257,-1081976,3038090,2016,1,0,3.49347265777133,13.0330008750479,NA,3.58351893845611,14.9267395864522,0
54111,"CANYON RIDGE HOSPITAL","CA","CHINO","SAN BERNARDINO","U",4,"For-profit",204.49,106,533,10681388,11935743,16431616,2016,1,0,5.32051907453172,16.1840133455987,16.2950480696925,6.27852142416584,16.6147178418414,0
252004,"THE SPECIALTY HOSPITAL OF MERIDIAN","MS","MERIDIAN","LAUDERDALE","R",2,"Non-profit",133.6,49,535,6953736,-30459,35062153,2016,0,1,4.89485026110255,15.7547896270674,NA,6.28226674689601,17.372632844585,0
351321,"WISHEK COMMUNITY HOSPITAL","ND","WISHEK","MCINTOSH","R",1,"Non-profit",49.44,24,138,2974213,53695,6440988,2016,0,1,3.90075981314944,14.9054900241504,10.8910751662923,4.92725368515721,15.6781925024626,0
451349,"SWISHER MEMORIAL HEALTHCARE SYSTEM","TX","TULIA","SWISHER","R",1,"Non-profit",68,20,130,4259059,244622,9979319,2016,0,1,4.21950770517611,15.2645588018265,12.4074694409543,4.86753445045558,16.1160254094865,0
30119,"MERCY GILBERT MEDICAL CENTER","AZ","GILBERT","MARICOPA","R",1,"Non-profit",1158.73,198,3445,85429770,7231903,229634945,2016,0,1,7.05507985675268,18.2632051928615,15.7940127683536,8.14467918344776,19.2520014103059,0
30130,"BANNER IRONWOOD MEDICAL CENTER","AZ","SAN TAN VALLEY","PINAL","U",1,"Non-profit",305.91,53,480,20415968,-1567610,54594782,2016,0,0,5.72329094104424,16.8318278977273,NA,6.17378610390194,17.8154488683827,0
31317,"LA PAZ REGIONAL HOSPITAL","AZ","PARKER","LA PAZ","R",1,"Non-profit",189.04,25,446,9880809,1522794,20880526,2016,0,1,5.24195863287865,16.1061049489629,14.2360573633724,6.10031895202006,16.8543275122323,0
194022,"LONGLEAF HOSPITAL","LA","ALEXANDRIA","","U",4,"For-profit",163.48,92,327,7102780,895418,12391101,2016,1,0,5.09669065869608,15.7759968146719,13.7050459273343,5.78996017089725,16.3324891116428,0
360086,"SPRINGFIELD REGIONAL MEDICAL CENTER","OH","SPRINGFIELD","CLARK","U",1,"Non-profit",1083.33,230,3341,65567822,8947280,208459671,2016,0,0,6.98779490972786,17.9985956152782,16.0068601334463,8.11402544235676,19.1552561560338,0
360259,"BAY PARK COMMUNITY HOSPITAL","OH","OREGON","LUCAS","U",1,"Non-profit",384.72,77,877,22898389,3086380,64866166,2016,0,0,5.95251579696941,16.9465771167049,14.9425094410711,6.77650699237218,17.9878367206216,0
431339,"COTEAU DES PRAIRIES","SD","SISSETON","ROBERTS","R",1,"Non-profit",100.01,25,165,8467382,-1408913,16370681,2016,0,1,4.60527018098843,15.9517319279407,NA,5.10594547390058,16.6110025489707,0
351310,"SAKAKAWEA MEDICAL CENTER","ND","HAZEN","MERCER","R",1,"Non-profit",102.5,25,131,5992066,256292,10447111,2016,0,1,4.62986279857846,15.6059468188048,12.4540726984432,4.87519732320115,16.161836038823,0
351324,"MERCY HOSPITAL OF VALLEY CITY","ND","VALLEY CITY","BARNES","R",1,"Non-profit",60.63,25,200,3571831,2952738,11527146,2016,0,1,4.10478982008364,15.0885889074292,14.8982434334577,5.29831736654804,16.2602153334177,0
21302,"PROVIDENCE SEWARD MEDICAL & CARE CEN","AK","SEWARD","KENAI PENINSULA BOROUGH","U",1,"Non-profit",64.58,6,33,8616581,951520,19029765,2016,0,0,4.16790476533013,15.9691989282283,13.7658159849404,3.49650756146648,16.7615148902733,0
180001,"ST ELIZABETH FT THOMAS","KY","FT. THOMAS","CAMPBELL","U",1,"Non-profit",677.71,134,2720,44271591,20510553,114394027,2016,0,0,6.51871946782485,17.6058537426214,16.8364500921424,7.90838715929004,18.5551594240084,0
360002,"UH SAMARITAN MEDICAL CENTER","OH","ASHLAND","ASHLAND","R",1,"Non-profit",469.27,39,975,26572551,8598919,62461817,2016,0,1,6.15117829576241,17.0953893236655,15.9671470556487,6.88243747099785,17.9500660000141,0
360143,"MARYMOUNT HOSPITAL","OH","GARFIELD HTS.","CUYAHOGA","U",1,"Non-profit",849.26,173,2575,59620639,-4524649,146100916,2016,0,0,6.74436538206704,17.9035123640367,NA,7.85360481309784,18.7998081463796,0
360174,"UPPER VALLEY MEDICAL CENTER","OH","TROY","MIAMI","U",1,"Non-profit",909.68,127,1922,59616043,8296150,119700953,2016,0,0,6.81309288931647,17.9034352736661,15.9313021097309,7.56112158953024,18.6005071320671,0
54130,"PACIFIC GROVE HOSPITAL","CA","RIVERSIDE","RIVERSIDE","U",4,"For-profit",92.2,68,498,5247629,1514373,9125543,2016,1,0,4.52396013056255,15.4732869135096,14.2305120498752,6.21060007702465,16.0265879625117,0
144040,"CHICAGO BEHAVIORAL HOSPITAL","IL","DES PLAINES","COOK","U",4,"For-profit",194.59,138,557,11930847,7311042,22316666,2016,1,0,5.27089478097006,16.2946377890392,15.8048963660271,6.32256523992728,16.9208443115603,0
102030,"SSH - DAYTONA BEACH","FL","DAYTONA BEACH","VOLUSIA","U",2,"For-profit",88.53,34,161,5604149,-800806,13422123,2016,1,0,4.48334147762296,15.5390177742369,NA,5.08140436498446,16.4124148737173,0
171327,"ELLSWORTH COUNTY MEDICAL CENTER","KS","ELLSWORTH","ELLSWORTH","R",1,"Non-profit",130.73,19,329,8288261,-193523,15209455,2016,0,1,4.87313412757377,15.9303507342983,NA,5.79605775076537,16.5374278319038,0
182005,"COMMONWEALTH REGIONAL SPECIALTY HOSP","KY","BOWLING GREEN","WARREN","U",2,"Non-profit",55.81,28,177,2970805,-447369,7750223,2016,0,0,4.02195306480034,14.9043435178242,NA,5.17614973257383,15.8632321751091,0
281329,"AVERA ST. ANTHONYS HOSPITAL","NE","ONEILL","HOLT","R",1,"Non-profit",208.78,25,469,13091741,8601137,31403325,2016,0,1,5.34128106598015,16.3874921313339,15.9674049617872,6.15060276844628,17.2624243369921,0
454050,"GLEN OAKS HOSPITAL","TX","GREENVILLE","","U",4,"For-profit",105.02,54,320,5075040,313860,8693020,2016,1,0,4.65415080820971,15.4398449646345,12.6567023055927,5.76832099579377,15.9780309627603,0
394052,"HAVEN BEHAVIORAL SVCS OF READING LLC","PA","READING","BERKS","U",4,"For-profit",114.3,67,469,7460396,4099964,12975531,2016,1,0,4.73882657080077,15.825119053881,15.2264887511482,6.15060276844628,16.3785759110343,0
454018,"RED RIVER HOSPITAL","TX","WICHITA FALLS","WICHITA","U",4,"For-profit",137.62,96,597,6459666,5604371,11733146,2016,1,0,4.92449626377433,15.6810881716358,15.5390573869601,6.3919171133926,16.2779283858637,0
154051,"WELLSTONE","IN","JEFFERSONVILLE","CLARK","U",4,"For-profit",190.37,88,703,9188949,4069054,14300636,2016,1,0,5.2489695469177,16.0335121243534,15.2189210979697,6.55535689181067,16.4758145697656,0
281311,"FRANKLIN COUNTY MEMORIAL HOSPITAL","NE","FRANKLIN","FRANKLIN","R",1,"Non-profit",39,14,48,2213394,-273761,5077395,2016,0,1,3.66356164612965,14.6100376420474,NA,3.87120101090789,15.4403088927546,0
431314,"BENNETT COUNTY HOSPITAL","SD","MARTIN","BENNETT","R",1,"Non-profit",68.2,14,58,3946172,-15189,7723175,2016,0,1,4.22244456484942,15.1882565530587,NA,4.06044301054642,15.8597361068829,0
370214,"LINDSAY MUNICIPAL HOSPITAL AUTHORITY","OK","LINDSAY","GARVIN","R",1,"Non-profit",110.18,26,21,5751280,516762,10042093,2016,0,1,4.70211539204457,15.5649329966955,13.1553376993353,3.04452243772342,16.1222961166373,0
450827,"KELL WEST REGIONAL HOSPITAL","TX","WICHITA FALLS","WICHITA","U",1,"For-profit",221,41,661,10331118,251478,30811286,2016,1,0,5.39816270151775,16.1506710637003,12.4351107895467,6.49375383985169,17.2433916093967,0
360013,"WILSON MEMORIAL HOSPITAL","OH","SIDNEY","SHELBY","R",1,"Non-profit",477.62,61,792,29038195,11218748,67478691,2016,0,1,6.16881543724852,17.1841225903417,16.2330968653798,6.67456139181443,18.0273224171136,0
360107,"THE BELLEVUE HOSPITAL","OH","BELLEVUE","SANDUSKY","R",1,"Non-profit",317.36,50,504,17135996,2882143,40565032,2016,0,1,5.76003677620607,16.6566918382429,14.8740446726313,6.22257626807137,17.5184169726684,0
360145,"UH ELYRIA MEDICAL CENTER","OH","ELYRIA","LORAIN","U",1,"Non-profit",1295.07,214,3768,72353460,5510120,196900510,2016,0,0,7.16632002672682,18.0970738329805,15.5220969594763,8.23429963569625,19.0982091337533,0
180079,"HARRISON MEMORIAL HOSPITAL","KY","CYNTHIANA","HARRISON","R",1,"Non-profit",351.88,61,515,19775980,2104346,37731555,2016,0,1,5.86329020838447,16.7999786279122,14.5595152879887,6.24416690066374,17.4460073049794,0
51331,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","CA","SOLVANG","SANTA BARBARA","R",1,"Non-profit",65.36,11,171,7523673,4434082,15424011,2016,0,1,4.17991045055175,15.8335650075336,15.304831162447,5.14166355650266,16.5514360090065,0
54095,"AURORA SAN DIEGO BEHAVIORAL","CA","SAN DIEGO","SAN DEIGO","U",4,"For-profit",220.23,80,273,12212208,5257240,19606499,2016,1,0,5.3946724547908,16.317946665119,15.475116732174,5.60947179518496,16.7913716508724,0
251318,"NORTH SUNFLOWER COUNTY HOSPITAL","MS","RULEVILLE","SUNFLOWER","R",1,"Non-profit",424.91,25,384,25082944,-8057985,54295187,2016,0,1,6.05187738179322,17.03769865121,NA,5.95064255258773,17.8099461437749,0
434003,"SOUTH DAKOTA HUMAN SERVICES CENTER","SD","YANKTON","YANKTON","R",4,"Non-profit",83.16,83,212,27907850,9142908,13164491,2016,0,1,4.42076646298981,17.1444185692239,16.0284890547532,5.35658627467201,16.3930336870432,0
451324,"LILLIAN M. HUDSPETH MEMORIAL HOSP.","TX","SONORA","SUTTON","R",1,"Non-profit",67.05,12,57,5013474,556714,9449398,2016,0,1,4.20543860972769,15.4276396459349,13.2298069220501,4.04305126783455,16.0614615937371,0
224022,"BOURNEWOOD HOSPITAL","MA","BROOKLINE","NORFOLK","U",4,"For-profit",240.5,90,582,16167611,-1774887,24837629,2016,1,0,5.48272008954582,16.5985204779048,NA,6.36647044773144,17.0278703595882,0
370216,"TULSA SPINE HOSPITAL","OK","TULSA","TULSA","U",1,"For-profit",211.16,38,494,12048472,7610873,46345357,2016,1,0,5.35261613995542,16.3044484048813,15.8450884407353,6.20253551718792,17.6516316723587,0
670044,"PRESBYTERIAN HOSPITAL OF ROCKWALL","TX","ROCKWALL","ROCKWALL","U",1,"For-profit",488.05,50,1459,34059619,31081993,94715865,2016,1,0,6.19041785962097,17.3436230469941,17.2521392062469,7.28550654852279,18.366392073164,0
54069,"AURORA CHARTER OAK BHS","CA","COVINA","LOS ANGELES","U",4,"For-profit",332.51,134,929,17133521,8352432,28098623,2016,1,0,5.80666993483163,16.6565473950047,15.9380633119048,6.83410873881384,17.1512311295445,0
54078,"AURORA LAS ENCINAS BHS","CA","PASADENA","LOS ANGELES","U",4,"For-profit",264.25,118,888,15073562,3746916,22465381,2016,1,0,5.57689562475035,16.5284529063096,15.1364436595902,6.78897174299217,16.9274860600577,0
461304,"CENTRAL VALLEY MEDICAL CENTER","UT","NEPHI","JUAB","R",1,"Non-profit",212.75,25,428,10328834,26109767,21216294,2016,0,1,5.36011776745348,16.1504499596039,17.0778200168515,6.0591231955818,16.8702800293378,0
370099,"HILLCREST HOSPITAL CUSHING","OK","CUSHING","PAYNE","R",1,"For-profit",149.62,74,625,8966597,-2431205,20549191,2016,1,1,5.00809874644426,16.009016786357,NA,6.4377516497364,16.838332130735,0
370192,"NORTHWEST SURGICAL HOSPITAL","OK","OKLAHOMA CITY","OKLAHOMA","U",1,"For-profit",43.02,9,74,2707391,2668395,11945831,2016,1,0,3.76166512383958,14.8114959985058,14.7969877260337,4.30406509320417,16.2958929051795,0
252005,"SSH - GULF COAST","MS","GULFPORT","HARRISON","U",2,"For-profit",122.03,61,237,6720526,1014144,15813522,2016,1,0,4.80426691614375,15.7206769832456,13.8295554648849,5.46806014113513,16.5763759547745,0
360197,"MARY RUTAN HOSPITAL","OH","BELLEFONTAINE","LOGAN","R",1,"Non-profit",553.2,39,706,35550898,8644209,75295178,2016,0,1,6.3157195997906,17.3864759740914,15.9724001749376,6.55961523749324,18.1369266535351,0
360355,"OHIO VALLEY MEDICAL CENTER","OH","SPRINGFIELD","CLARK","U",1,"For-profit",196.07,24,163,10877821,1384786,33969607,2016,1,0,5.27847173832733,16.2022365035989,14.1410561730299,5.09375020080676,17.3409767710383,0
510050,"WHEELING HOSPITAL","WV","WHEELING","OHIO","U",1,"Non-profit",2014.49,223,3311,129522008,37401793,234073777,2016,0,0,7.60812134060816,18.6793613706106,17.4372292024121,8.10500553754725,19.2711469099545,0
490007,"SENTARA NORFOLK GENERAL HOSPITAL","VA","NORFOLK","NORFOLK CITY","U",1,"Non-profit",3305,469,7845,231706139,100202748,637960565,2016,0,0,8.10319175228579,19.2609804845199,18.4227061713887,8.96763166516713,20.2737870290539,0
170027,"PRATT REGIONAL MEDICAL CENTER","KS","PRATT","PRATT","R",1,"Non-profit",269.6,35,739,24337244,-1611587,36871373,2016,0,1,5.59693937903815,17.0075184098605,NA,6.6052979209482,17.4229460084646,0
170186,"KANSAS HEART HOSPITAL","KS","WICHITA","SEDGWICK","U",1,"For-profit",169.68,46,1250,11742822,2652612,42379281,2016,1,0,5.13391431025643,16.2787527182659,14.7910553728955,7.13089883029635,17.5621701451107,0
260025,"HANNIBAL REGIONAL HOSPITAL","MO","HANNIBAL","MARION","R",1,"Non-profit",725.58,86,2141,53444341,8760593,90871398,2016,0,1,6.58697133502524,17.794151315181,15.9857741546854,7.66902828858968,18.3249558561686,0
280131,"MIDWEST SURGICAL HOSPITAL","NE","OMAHA","DOUGLAS","U",1,"For-profit",78.92,19,374,5948074,21443442,27622409,2016,1,0,4.36843468115441,15.5985780276415,16.8809294223263,5.92425579741453,17.1341379215483,0
150075,"BLUFFTON REGIONAL MEDICAL CENTER","IN","BLUFFTON","WELLS","U",1,"For-profit",212.98,62,588,11848027,-1207727,27188284,2016,1,0,5.36119826458724,16.2876719137928,NA,6.37672694789863,17.118296703179,0
230193,"MCLAREN LAPEER REGION","MI","LAPEER","LAPEER","U",1,"Non-profit",623.21,183,2677,49816660,7299176,95799149,2016,0,0,6.43488354064089,17.7238600242021,15.8032720230352,7.89245204352035,18.3777643598119,0
230096,"STURGIS HOSPITAL  INC.","MI","STURGIS","ST. JOSEPH","R",1,"Non-profit",255.57,49,599,21497442,-3564160,38844766,2016,0,1,5.54349634472286,16.8834445092754,NA,6.39526159811545,17.4750839024072,0
230108,"PORTAGE HEALTH SYSTEM","MI","HANCOCK","HOUGHTON","R",1,"For-profit",399.03,36,470,31800674,-1113951,47213779,2016,1,1,5.98903660203331,17.2749980424943,NA,6.1527326947041,17.6701963359192,0
30114,"NORTHWEST MEDICAL CENTER ORO VALLEY","AZ","ORO VALLEY","PIMA","U",1,"For-profit",461.77,111,2533,32034207,6788415,83164032,2016,1,0,6.13506693162267,17.2823148585737,15.7307280407686,7.83715965000168,18.2363255046272,0
40134,"ARKANSAS HEART HOSPITAL","AR","LITTLE ROCK","PULASKI","U",1,"For-profit",778.69,112,3270,48058561,-3719139,133507934,2016,1,0,6.65761302058447,17.6879308460848,NA,8.0925452638913,18.7096714647503,0
100071,"BROOKSVILLE REGIONAL HOSPTAL","FL","BROOKSVILLE","HERNANDO","U",1,"For-profit",712.06,244,2485,40526058,35330066,104113993,2016,1,0,6.56816217752441,17.5174557325864,17.3802448874343,7.81802793853073,18.4609969433798,0
100142,"JACKSON HOSPITAL  MARIANNA","FL","MARIANNA","JACKSON","R",1,"Non-profit",424.79,66,1313,22905140,11425826,37358566,2016,0,1,6.05159492916101,16.9468718974869,16.2513867897242,7.1800698743028,17.4360727872906,0
100249,"SEVEN RIVERS REGIONAL MEDICAL CENTER","FL","CRYSTAL RIVER","CITRUS","U",1,"For-profit",139.39,128,829,7724405,3593457,23053207,2016,1,0,4.9372757597418,15.859895355128,15.0946252497692,6.7202201551353,16.95331545005,0
110075,"EAST GEORGIA REGIONAL MEDICAL CENTER","GA","STATESBORO","BULLOCH","R",1,"For-profit",642.96,149,2531,33101906,66436128,103956592,2016,1,1,6.46608251390446,17.315101421771,18.0117515628654,7.83636976054512,18.4594839853611,0
140002,"ALTON MEMORIAL HOSPITAL","IL","ALTON","MADISON","U",1,"Non-profit",693.48,132,2773,43617503,8389205,114995578,2016,0,0,6.54172240011769,17.5909690727159,15.9424563182923,7.92768504561578,18.5604042334143,0
180078,"PAUL B. HALL REGIONAL MEDICAL CENTER","KY","PAINTSVILLE","JOHNSON","R",1,"For-profit",196.95,72,875,10628575,2515795,29869335,2016,1,1,5.28294988941691,16.1790566867695,14.7380994149456,6.77422388635761,17.2123429268042,0
220016,"BAYSTATE FRANKLIN MEDICAL CENTER","MA","GREENFIELD","FRANKLIN","U",1,"Non-profit",536.35,89,1976,37994999,2206244,87496972,2016,0,0,6.28478693304344,17.4529651037668,14.6068020801133,7.58882987830781,18.2871147450148,0
220065,"BAYSTATE NOBLE HOSPITAL","MA","WESTFIELD","HAMPDEN","U",1,"Non-profit",373.96,77,1231,27135963,3267227,57336052,2016,0,0,5.92414883982311,17.1163704540705,14.9994521708752,7.11558212618445,17.86444016359,0
250007,"BILOXI REGIONAL MEDICAL CENTER","MS","BILOXI","HARRISON","U",1,"For-profit",562.69,166,1858,32126298,-575179,101602682,2016,1,0,6.33272885482228,17.2851855050327,NA,7.52725591937378,18.436580490398,0
260190,"LEES SUMMIT MEDICAL CENTER","MO","LEES SUMMIT","JACKSON","U",1,"For-profit",342.19,64,1436,23337878,3817249,71958717,2016,1,0,5.83536613835431,16.9655882638086,15.155040564077,7.26961674960817,18.091603137538,0
260216,"ST. LUKES EAST - LEES SUMMIT","MO","LEES SUMMIT","JACKSON","U",1,"Non-profit",977.11,184,4442,59417434,24441182,169797888,2016,0,0,6.88459923526493,17.9000982429532,17.011780054437,8.39886000445437,18.9501193936016,0
340129,"LAKE NORMAN REGIONAL MEDICAL CENTER","NC","MOORESVILLE","IREDELL","U",1,"For-profit",484.33,123,1617,27889483,26325755,89822960,2016,1,0,6.18276649256603,17.1437602223218,17.0860582955351,7.38832785957711,18.3133511798794,0
340144,"DAVIS REGIONAL MEDICAL CENTER","NC","STATESVILLE","IREDELL","U",1,"For-profit",302.91,102,961,18218591,2839296,47229496,2016,1,0,5.71343573168434,16.7179531142042,14.8590666920843,6.86797440897029,17.6705291706318,0
490021,"CENTRA HEALTH","VA","LYNCHBURG","LYNCHBURG","U",1,"Non-profit",3337.94,459,11797,187259932,92333712,496385000,2016,0,0,8.113109129225,19.0480082203435,18.3409198765581,9.37560054084184,20.0228623932717,0
490063,"INOVA FAIRFAX HOSPITAL","VA","FALLS CHURCH","FAIRFAX","U",1,"Non-profit",6085.46,825,12395,381710498,298577924,1261768909,2016,0,0,8.71365759829161,19.7601730206121,19.5145415086551,9.42504844446929,20.9557804694009,0
340061,"UNIVERSITY OF NORTH CAROLINA HOSP.","NC","CHAPEL HILL","ORANGE","U",1,"Non-profit",9014.7,759,8582,495939362,280571441,1353624268,2016,0,0,9.10661185721348,20.0219642231833,19.4523389421207,9.05742226555147,21.0260514751425,0
490052,"RIVERSIDE REGIONAL MEDICAL CENTER","VA","NEWPORT NEWS","NEWPORT NEWS","U",1,"Non-profit",2174.43,392,6877,134830755,129714373,418055698,2016,0,0,7.68452184021119,18.7195308832386,18.6808454604175,8.83593778931984,19.851125230416,0
420078,"GHS GREENVILLE MEMORIAL HOSPITAL","SC","GREENVILLE","GREENVILLE","U",1,"Non-profit",4770,697,8362,312124508,13727373,893070591,2016,0,0,8.47010158388239,19.5589127302714,16.4349024265899,9.03145291191651,20.6101761849887,0
64007,"CENTENNIAL PEAKS HOSPITAL","CO","LOUISVILLE","BOULDER","U",4,"For-profit",165.64,72,270,9495783,5063862,16109616,2016,1,0,5.10981675867737,16.0663583632835,15.43763999125,5.59842195899838,16.5949269187424,0
451307,"IRAAN GENERAL HOSPITAL DISTRICT","TX","IRAAN","PECOS","R",1,"Non-profit",57,14,21,3769028,-371121,7930705,2016,0,1,4.04305126783455,15.1423277012479,NA,3.04452243772342,15.8862524925598,0
454114,"CEDAR CREST HOSPITAL","TX","BELTON","BELL","U",4,"For-profit",150.07,88,334,9042946,2694930,13918220,2016,1,0,5.0111018519079,16.0174955642351,14.8068827879619,5.8111409929767,16.4487093311308,0
461309,"KANE COUNTY HOSPITAL","UT","KANAB","KANE","R",1,"Non-profit",78.17,25,102,4161907,1724019,9319538,2016,0,1,4.35888594223224,15.2414839406596,14.3601687510267,4.62497281328427,16.0476236146176,0
52035,"KINDRED HOSPITAL WESTMINSTER","CA","WESTMINSTER","ORANGE","U",2,"For-profit",342.5,109,782,24946364,491378,63245845,2016,1,0,5.83627165770228,17.032238638079,13.1049689680222,6.66185474054531,17.9625399917145,0
102019,"KINDRED HOSPITAL OCALA","FL","OCALA","MARION","U",2,"For-profit",51.3,31,165,3054763,283358,7609567,2016,1,0,3.93769075217672,14.9322125698371,12.5544663948325,5.10594547390058,15.8449168294017,0
170120,"LABETTE COUNTY MEDICAL CENTER","KS","PARSONS","LABETTE","R",1,"Non-profit",377.4,45,1017,26255046,2262016,47061990,2016,0,1,5.93330563293445,17.0833687570998,14.6317670090196,6.92461239604856,17.6669762268123,0
174016,"PRAIRIE VIEW  INC.","KS","NEWTON","HARVEY","U",4,"Non-profit",324.7,60,156,13278834,-219472,14798676,2016,0,0,5.7829016791088,16.401681896953,NA,5.04985600724954,16.5100482752731,0
352004,"VIBRA HOSPITAL OF FARGO  LLC","ND","FARGO","CASS","U",2,"For-profit",63.41,31,134,4256338,8877741,11102033,2016,1,0,4.14962157771194,15.2639197241435,15.9990576907134,4.89783979995091,16.2226388026652,0
370202,"HILLCREST HOSPITAL SOUTH","OK","TULSA","TULSA","U",1,"For-profit",685.72,180,2565,42268576,9998826,127852279,2016,1,0,6.53046938113928,17.5595544837806,16.1179782440664,7.84971375760487,18.6663860851194,0
430089,"SIOUXLAND SURGERY CENTER","SD","DAKOTA DUNES","UNION","U",1,"For-profit",207,40,631,10245846,36128061,43697686,2016,1,0,5.33271879326537,16.1423829131126,17.4025804343712,6.44730586254121,17.5928057067187,0
460049,"THE ORTHOPEDIC SPECIALTY HOSPITAL","UT","MURRAY","SALT LAKE","U",1,"Non-profit",304,40,492,19438187,26248548,61115998,2016,0,0,5.71702770140622,16.7827500913306,17.0831212311863,6.19847871649231,17.9282842229301,0
30131,"OASIS HOSPITAL","AZ","PHOENIX","MARICOPA","U",1,"For-profit",224.86,64,1512,14299212,2381082,64660555,2016,1,0,5.41547798632161,16.4757149888167,14.6830655641872,7.32118855673948,17.9846619135838,0
44005,"BRIDGEWAY HOSPITAL","AR","LITTLE ROCK","PULASKI","U",4,"For-profit",173.46,117,815,9847032,4099776,16352356,2016,1,0,5.15594702525631,16.1026806479454,15.2264428960357,6.70318811324086,16.6098825427858,0
51315,"TRINITY HOSPITAL","CA","WEAVERVILLE","TRINITY","R",1,"Non-profit",101.16,25,189,6951667,2537832,14072059,2016,0,1,4.61670342180176,15.7544920448952,14.7468207312121,5.24174701505964,16.4597017581139,0
114016,"ST. SIMONS BY THE SEA","GA","ST. SIMONS ISLAND","GLYNN","U",4,"For-profit",124.57,101,525,6022741,1280176,10842629,2016,1,0,4.824867806898,15.6110530292749,14.0625081264435,6.26339826259162,16.198996052246,0
52036,"KINDRED HOSPITAL SAN DIEGO","CA","SAN DIEGO","SAN DIEGO","U",2,"For-profit",191.3,70,270,14661250,-2385165,34658981,2016,1,0,5.25384287644621,16.5007185168179,NA,5.59842195899838,17.361067441935,0
64009,"CEDAR SPRINGS BEHAVIORAL HOSPITAL","CO","COLORADO SPRINGS","EL PASO","U",4,"For-profit",186.65,76,365,10046803,4305108,16380524,2016,1,0,5.22923520536059,16.1227650324091,15.2753127826373,5.89989735358249,16.6116036261095,0
